Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
my mr wife  chng v ca em,1,Is title 'my mr wife  chng v ca em' original Netflix content?,Answer: No,24,"Is Netflix title 'my mr wife  chng v ca em' a Series, Movie, or Documentary?",Answer Series
teenage mutant ninja turtles 2,1,Is title 'teenage mutant ninja turtles 2' original Netflix content?,Answer No,30,"Is Netflix title 'teenage mutant ninja turtles 2' a Series, Movie, or Documentary?",Answer Movie
nigella at my table,1,Is title 'nigella at my table' original Netflix content?,Answer No,19,"Is Netflix title 'nigella at my table' a Series, Movie, or Documentary?",Answer Series
night of knots  dm salonu,1,Is title 'night of knots  dm salonu' original Netflix content?,Answer: No,25,"Is Netflix title 'night of knots  dm salonu' a Series, Movie, or Documentary?",Answer: It is unclear as there is no known Netflix title with that exact name.
ascharyachakit,1,Is title 'ascharyachakit' original Netflix content?,Answer: Yes,14,"Is Netflix title 'ascharyachakit' a Series, Movie, or Documentary?",Answer Movie
super monsters back to school,1,Is title 'super monsters back to school' original Netflix content?,Answer Yes,29,"Is Netflix title 'super monsters back to school' a Series, Movie, or Documentary?",Answer Series
svaha the sixth finger,1,Is title 'svaha the sixth finger' original Netflix content?,Answer No,22,"Is Netflix title 'svaha the sixth finger' a Series, Movie, or Documentary?",Answer Movie
transformers dark of the moon,1,Is title 'transformers dark of the moon' original Netflix content?,Answer No,29,"Is Netflix title 'transformers dark of the moon' a Series, Movie, or Documentary?",Answer Movie
amazing grace 2020,1,Is title 'amazing grace 2020' original Netflix content?,Answer No,18,"Is Netflix title 'amazing grace 2020' a Series, Movie, or Documentary?",Answer Documentary
light for the youth,1,Is title 'light for the youth' original Netflix content?,Answer: No,19,"Is Netflix title 'light for the youth' a Series, Movie, or Documentary?",Answer: It could be any of the three options without more specific information.
black island  schwarze insel,1,Is title 'black island  schwarze insel' original Netflix content?,Answer: No,28,"Is Netflix title 'black island  schwarze insel' a Series, Movie, or Documentary?",Answer: Series
best leftovers ever,1,Is title 'best leftovers ever' original Netflix content?,Answer Yes,19,"Is Netflix title 'best leftovers ever' a Series, Movie, or Documentary?",Answer Series
doom of love  akn kyameti,1,Is title 'doom of love  akn kyameti' original Netflix content?,Answer No,25,"Is Netflix title 'doom of love  akn kyameti' a Series, Movie, or Documentary?",Answer Series
man and a junior  tarhapiv,1,Is title 'man and a junior  tarhapiv' original Netflix content?,Answer: No,26,"Is Netflix title 'man and a junior  tarhapiv' a Series, Movie, or Documentary?",Answer: It is unclear as there is no known Netflix title with that exact name.
mamas prince  princ mamnek,1,Is title 'mamas prince  princ mamnek' original Netflix content?,Answer: No,26,"Is Netflix title 'mamas prince  princ mamnek' a Series, Movie, or Documentary?","Answer: It is unclear as there is no known title matching ""mamas prince princ mamnek"" on Netflix."
cristela alonzo lower classy,1,Is title 'cristela alonzo lower classy' original Netflix content?,Answer Yes,28,"Is Netflix title 'cristela alonzo lower classy' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
jirisan,1,Is title 'jirisan' original Netflix content?,Answer Yes,7,"Is Netflix title 'jirisan' a Series, Movie, or Documentary?",Answer Series
ronald goedemondt  dedication,1,Is title 'ronald goedemondt  dedication' original Netflix content?,Answer No,29,"Is Netflix title 'ronald goedemondt  dedication' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
ronald goedemondt  numero uno,1,Is title 'ronald goedemondt  numero uno' original Netflix content?,Answer No,29,"Is Netflix title 'ronald goedemondt  numero uno' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
keep breathing limited series,1,Is title 'keep breathing limited series' original Netflix content?,Answer: Yes,29,"Is Netflix title 'keep breathing limited series' a Series, Movie, or Documentary?",Answer Series
guillermo del toros pinocchio,1,Is title 'guillermo del toros pinocchio' original Netflix content?,Answer Yes,29,"Is Netflix title 'guillermo del toros pinocchio' a Series, Movie, or Documentary?",Answer Movie
inventing anna limited series,1,Is title 'inventing anna limited series' original Netflix content?,Answer Yes,29,"Is Netflix title 'inventing anna limited series' a Series, Movie, or Documentary?",Answer Series
the three maidens  tiga dara,1,Is title 'the three maidens  tiga dara' original Netflix content?,Answer: No,28,"Is Netflix title 'the three maidens  tiga dara' a Series, Movie, or Documentary?",Answer Movie
le vie del signore sono finite,1,Is title 'le vie del signore sono finite' original Netflix content?,Answer: No,30,"Is Netflix title 'le vie del signore sono finite' a Series, Movie, or Documentary?",Answer Movie
tell me when  dime cuando t,1,Is title 'tell me when  dime cuando t' original Netflix content?,Answer Yes,27,"Is Netflix title 'tell me when  dime cuando t' a Series, Movie, or Documentary?",Answer Movie
cristela alonzo middle classy,1,Is title 'cristela alonzo middle classy' original Netflix content?,Answer Yes,29,"Is Netflix title 'cristela alonzo middle classy' a Series, Movie, or Documentary?",Answer Stand-up Comedy Special
the protector 2   2,1,Is title 'the protector 2   2' original Netflix content?,Answer No,19,"Is Netflix title 'the protector 2   2' a Series, Movie, or Documentary?",Answer Series
zone 261  operation ragnarok,1,Is title 'zone 261  operation ragnarok' original Netflix content?,Answer No,28,"Is Netflix title 'zone 261  operation ragnarok' a Series, Movie, or Documentary?",Answer Movie
girls revenge,1,Is title 'girls revenge' original Netflix content?,Answer No,13,"Is Netflix title 'girls revenge' a Series, Movie, or Documentary?",Answer Movie
santiago of the seas,1,Is title 'santiago of the seas' original Netflix content?,Answer No,20,"Is Netflix title 'santiago of the seas' a Series, Movie, or Documentary?",Answer Series
the goldfish  die goldfische,1,Is title 'the goldfish  die goldfische' original Netflix content?,Answer No,28,"Is Netflix title 'the goldfish  die goldfische' a Series, Movie, or Documentary?",Answer Movie
time to love,1,Is title 'time to love' original Netflix content?,Answer: No,12,"Is Netflix title 'time to love' a Series, Movie, or Documentary?",Answer Movie
heroine disqualified,1,Is title 'heroine disqualified' original Netflix content?,Answer No,20,"Is Netflix title 'heroine disqualified' a Series, Movie, or Documentary?",Answer Movie
the man from uncle 2015,1,Is title 'the man from uncle 2015' original Netflix content?,Answer No,23,"Is Netflix title 'the man from uncle 2015' a Series, Movie, or Documentary?",Answer Movie
the unusual suspects,1,Is title 'the unusual suspects' original Netflix content?,Answer: No,20,"Is Netflix title 'the unusual suspects' a Series, Movie, or Documentary?",Answer Series
pokmon the arceus chronicles,1,Is title 'pokmon the arceus chronicles' original Netflix content?,Answer No,28,"Is Netflix title 'pokmon the arceus chronicles' a Series, Movie, or Documentary?",Answer Series
a mighty team  la dream team,1,Is title 'a mighty team  la dream team' original Netflix content?,Answer No,28,"Is Netflix title 'a mighty team  la dream team' a Series, Movie, or Documentary?",Answer Movie
dona flor e seus dois maridos,1,Is title 'dona flor e seus dois maridos' original Netflix content?,Answer No,29,"Is Netflix title 'dona flor e seus dois maridos' a Series, Movie, or Documentary?",Answer Movie
dearest,1,Is title 'dearest' original Netflix content?,Answer: No,7,"Is Netflix title 'dearest' a Series, Movie, or Documentary?",Answer Movie
flight to you,1,Is title 'flight to you' original Netflix content?,Answer: No,13,"Is Netflix title 'flight to you' a Series, Movie, or Documentary?",Answer: Movie
love death  robots volume 3,1,Is title 'love death  robots volume 3' original Netflix content?,Answer Yes,27,"Is Netflix title 'love death  robots volume 3' a Series, Movie, or Documentary?",Answer Series
the boss baby get that baby,1,Is title 'the boss baby get that baby' original Netflix content?,Answer No,27,"Is Netflix title 'the boss baby get that baby' a Series, Movie, or Documentary?",Answer Series
the girl in the yellow jumper,1,Is title 'the girl in the yellow jumper' original Netflix content?,Answer: No,29,"Is Netflix title 'the girl in the yellow jumper' a Series, Movie, or Documentary?","Answer: It could be a Series or Movie, depending on the specific content on Netflix."
ace ventura when nature calls,1,Is title 'ace ventura when nature calls' original Netflix content?,Answer No,29,"Is Netflix title 'ace ventura when nature calls' a Series, Movie, or Documentary?",Answer Movie
homecoming a film by beyonc,1,Is title 'homecoming a film by beyonc' original Netflix content?,Answer No,27,"Is Netflix title 'homecoming a film by beyonc' a Series, Movie, or Documentary?",Answer Documentary
worlds most wanted,1,Is title 'worlds most wanted' original Netflix content?,Answer Yes,18,"Is Netflix title 'worlds most wanted' a Series, Movie, or Documentary?",Answer Series
the turning point  la svolta,1,Is title 'the turning point  la svolta' original Netflix content?,Answer: No,28,"Is Netflix title 'the turning point  la svolta' a Series, Movie, or Documentary?",Answer Movie
true terrific tales,1,Is title 'true terrific tales' original Netflix content?,Answer: No,19,"Is Netflix title 'true terrific tales' a Series, Movie, or Documentary?",Answer Series
gabbar is back,1,Is title 'gabbar is back' original Netflix content?,Answer No,14,"Is Netflix title 'gabbar is back' a Series, Movie, or Documentary?",Answer Movie
masquerade hotel,1,Is title 'masquerade hotel' original Netflix content?,Answer No,16,"Is Netflix title 'masquerade hotel' a Series, Movie, or Documentary?",Answer Series
misaeng incomplete life,1,Is title 'misaeng incomplete life' original Netflix content?,Answer No,23,"Is Netflix title 'misaeng incomplete life' a Series, Movie, or Documentary?",Answer Series
the ants scream,1,Is title 'the ants scream' original Netflix content?,Answer No,15,"Is Netflix title 'the ants scream' a Series, Movie, or Documentary?",Answer: There is no Netflix title called 'the ants scream'.
on your wedding day,1,Is title 'on your wedding day' original Netflix content?,Answer No,19,"Is Netflix title 'on your wedding day' a Series, Movie, or Documentary?",Answer Movie
super monsters the new class,1,Is title 'super monsters the new class' original Netflix content?,Answer Yes,28,"Is Netflix title 'super monsters the new class' a Series, Movie, or Documentary?",Answer Series
tazza the poker queen,1,Is title 'tazza the poker queen' original Netflix content?,Answer No,21,"Is Netflix title 'tazza the poker queen' a Series, Movie, or Documentary?",Answer Movie
mr bean live action,1,Is title 'mr bean live action' original Netflix content?,Answer No,19,"Is Netflix title 'mr bean live action' a Series, Movie, or Documentary?",Answer Series
top boy summerhouse series 1,1,Is title 'top boy summerhouse series 1' original Netflix content?,Answer Yes,28,"Is Netflix title 'top boy summerhouse series 1' a Series, Movie, or Documentary?",Answer Series
alan saldaa mi vida de pobre,1,Is title 'alan saldaa mi vida de pobre' original Netflix content?,Answer No,28,"Is Netflix title 'alan saldaa mi vida de pobre' a Series, Movie, or Documentary?",Answer Series
wacko at law,1,Is title 'wacko at law' original Netflix content?,Answer No,12,"Is Netflix title 'wacko at law' a Series, Movie, or Documentary?",Answer Series
noras will  5 das sin nora,1,Is title 'noras will  5 das sin nora' original Netflix content?,Answer: No,26,"Is Netflix title 'noras will  5 das sin nora' a Series, Movie, or Documentary?",Answer Series
blood sisters limited series,1,Is title 'blood sisters limited series' original Netflix content?,Answer: Yes,28,"Is Netflix title 'blood sisters limited series' a Series, Movie, or Documentary?",Answer Series
white night,1,Is title 'white night' original Netflix content?,Answer: No,11,"Is Netflix title 'white night' a Series, Movie, or Documentary?","Answer: It could be a Series or Movie, as there are multiple titles with the name ""White Night"" on Netflix."
whatsoeverly  qualunquemente,1,Is title 'whatsoeverly  qualunquemente' original Netflix content?,Answer: No,28,"Is Netflix title 'whatsoeverly  qualunquemente' a Series, Movie, or Documentary?",Answer Movie
