Clean_Title,Title_Counts,Clean_Title_Char_Len,is_original_Prompt,Content_Type_Prompt
10 rules for falling in love  10 regole per fare innamorare,1,59,Is title '10 rules for falling in love  10 regole per fare innamorare' original Netflix content?,"Is Netflix title '10 rules for falling in love  10 regole per fare innamorare' a Series, Movie, or Documentary?"
40love,1,6,Is title '40love' original Netflix content?,"Is Netflix title '40love' a Series, Movie, or Documentary?"
44 hours  44,1,12,Is title '44 hours  44' original Netflix content?,"Is Netflix title '44 hours  44' a Series, Movie, or Documentary?"
youre everything to me  sen benim hereyimsin,1,44,Is title 'youre everything to me  sen benim hereyimsin' original Netflix content?,"Is Netflix title 'youre everything to me  sen benim hereyimsin' a Series, Movie, or Documentary?"
a fine line  a fine line summits of my life i,1,45,Is title 'a fine line  a fine line summits of my life i' original Netflix content?,"Is Netflix title 'a fine line  a fine line summits of my life i' a Series, Movie, or Documentary?"
a boyfriend for my wife  un fidanzato per mia moglie,1,52,Is title 'a boyfriend for my wife  un fidanzato per mia moglie' original Netflix content?,"Is Netflix title 'a boyfriend for my wife  un fidanzato per mia moglie' a Series, Movie, or Documentary?"
a boyfriend for my wife  um namorado para minha mulher,1,54,Is title 'a boyfriend for my wife  um namorado para minha mulher' original Netflix content?,"Is Netflix title 'a boyfriend for my wife  um namorado para minha mulher' a Series, Movie, or Documentary?"
a christmas catch,1,17,Is title 'a christmas catch' original Netflix content?,"Is Netflix title 'a christmas catch' a Series, Movie, or Documentary?"
a christmas wedding  a natale mi sposo,1,38,Is title 'a christmas wedding  a natale mi sposo' original Netflix content?,"Is Netflix title 'a christmas wedding  a natale mi sposo' a Series, Movie, or Documentary?"
a company man,1,13,Is title 'a company man' original Netflix content?,"Is Netflix title 'a company man' a Series, Movie, or Documentary?"
a dirty shame,1,13,Is title 'a dirty shame' original Netflix content?,"Is Netflix title 'a dirty shame' a Series, Movie, or Documentary?"
a e i o u a quick alphabet of love  a e i o u  das schnelle alphabet der liebe,1,78,Is title 'a e i o u a quick alphabet of love  a e i o u  das schnelle alphabet der liebe' original Netflix content?,"Is Netflix title 'a e i o u a quick alphabet of love  a e i o u  das schnelle alphabet der liebe' a Series, Movie, or Documentary?"
tie me up tie me down  tame,1,27,Is title 'tie me up tie me down  tame' original Netflix content?,"Is Netflix title 'tie me up tie me down  tame' a Series, Movie, or Documentary?"
a esperana  a ultima que morre,1,30,Is title 'a esperana  a ultima que morre' original Netflix content?,"Is Netflix title 'a esperana  a ultima que morre' a Series, Movie, or Documentary?"
a faraway land,1,14,Is title 'a faraway land' original Netflix content?,"Is Netflix title 'a faraway land' a Series, Movie, or Documentary?"
a farewell to ozark,1,19,Is title 'a farewell to ozark' original Netflix content?,"Is Netflix title 'a farewell to ozark' a Series, Movie, or Documentary?"
a fist full of lead,1,19,Is title 'a fist full of lead' original Netflix content?,"Is Netflix title 'a fist full of lead' a Series, Movie, or Documentary?"
a bittersweet life,1,18,Is title 'a bittersweet life' original Netflix content?,"Is Netflix title 'a bittersweet life' a Series, Movie, or Documentary?"
a fistful of dollars,1,20,Is title 'a fistful of dollars' original Netflix content?,"Is Netflix title 'a fistful of dollars' a Series, Movie, or Documentary?"
a flight diverted  ponte area,1,29,Is title 'a flight diverted  ponte area' original Netflix content?,"Is Netflix title 'a flight diverted  ponte area' a Series, Movie, or Documentary?"
a gamblers odyssey 2020  2020,1,29,Is title 'a gamblers odyssey 2020  2020' original Netflix content?,"Is Netflix title 'a gamblers odyssey 2020  2020' a Series, Movie, or Documentary?"
a game of secrets,1,17,Is title 'a game of secrets' original Netflix content?,"Is Netflix title 'a game of secrets' a Series, Movie, or Documentary?"
a good lawyers wife,1,19,Is title 'a good lawyers wife' original Netflix content?,"Is Netflix title 'a good lawyers wife' a Series, Movie, or Documentary?"
ticket to the moon  bilet naksiyc,1,33,Is title 'ticket to the moon  bilet naksiyc' original Netflix content?,"Is Netflix title 'ticket to the moon  bilet naksiyc' a Series, Movie, or Documentary?"
a hologram for the king,1,23,Is title 'a hologram for the king' original Netflix content?,"Is Netflix title 'a hologram for the king' a Series, Movie, or Documentary?"
a house of blocks,1,17,Is title 'a house of blocks' original Netflix content?,"Is Netflix title 'a house of blocks' a Series, Movie, or Documentary?"
a liberal passion  una passione sinistra,1,40,Is title 'a liberal passion  una passione sinistra' original Netflix content?,"Is Netflix title 'a liberal passion  una passione sinistra' a Series, Movie, or Documentary?"
a little princess,1,17,Is title 'a little princess' original Netflix content?,"Is Netflix title 'a little princess' a Series, Movie, or Documentary?"
a little reunion,1,16,Is title 'a little reunion' original Netflix content?,"Is Netflix title 'a little reunion' a Series, Movie, or Documentary?"
a boy name flora a,1,18,Is title 'a boy name flora a' original Netflix content?,"Is Netflix title 'a boy name flora a' a Series, Movie, or Documentary?"
a better tomorrow iii   iii    3,1,32,Is title 'a better tomorrow iii   iii    3' original Netflix content?,"Is Netflix title 'a better tomorrow iii   iii    3' a Series, Movie, or Documentary?"
48 christmas wishes,1,19,Is title '48 christmas wishes' original Netflix content?,"Is Netflix title '48 christmas wishes' a Series, Movie, or Documentary?"
7 rzeczy ktrych nie wiecie o facetach,1,37,Is title '7 rzeczy ktrych nie wiecie o facetach' original Netflix content?,"Is Netflix title '7 rzeczy ktrych nie wiecie o facetach' a Series, Movie, or Documentary?"
49 days with a merman,1,21,Is title '49 days with a merman' original Netflix content?,"Is Netflix title '49 days with a merman' a Series, Movie, or Documentary?"
4n1k 2017,1,9,Is title '4n1k 2017' original Netflix content?,"Is Netflix title '4n1k 2017' a Series, Movie, or Documentary?"
4n1k dn,1,7,Is title '4n1k dn' original Netflix content?,"Is Netflix title '4n1k dn' a Series, Movie, or Documentary?"
4th republic,1,12,Is title '4th republic' original Netflix content?,"Is Netflix title '4th republic' a Series, Movie, or Documentary?"
5 fingers for marseilles,1,24,Is title '5 fingers for marseilles' original Netflix content?,"Is Netflix title '5 fingers for marseilles' a Series, Movie, or Documentary?"
5 star christmas  natale a 5 stelle,1,35,Is title '5 star christmas  natale a 5 stelle' original Netflix content?,"Is Netflix title '5 star christmas  natale a 5 stelle' a Series, Movie, or Documentary?"
54 hours,1,8,Is title '54 hours' original Netflix content?,"Is Netflix title '54 hours' a Series, Movie, or Documentary?"
5gang  5gang un altfel de crciun,1,32,Is title '5gang  5gang un altfel de crciun' original Netflix content?,"Is Netflix title '5gang  5gang un altfel de crciun' a Series, Movie, or Documentary?"
6 below miracle on the mountain,1,31,Is title '6 below miracle on the mountain' original Netflix content?,"Is Netflix title '6 below miracle on the mountain' a Series, Movie, or Documentary?"
7 emotions  7 uczu,1,18,Is title '7 emotions  7 uczu' original Netflix content?,"Is Netflix title '7 emotions  7 uczu' a Series, Movie, or Documentary?"
7 minutes  7 minut,1,18,Is title '7 minutes  7 minut' original Netflix content?,"Is Netflix title '7 minutes  7 minut' a Series, Movie, or Documentary?"
700 days of battle us vs the police,1,35,Is title '700 days of battle us vs the police' original Netflix content?,"Is Netflix title '700 days of battle us vs the police' a Series, Movie, or Documentary?"
a better tomorrow ii   ii   2,1,29,Is title 'a better tomorrow ii   ii   2' original Netflix content?,"Is Netflix title 'a better tomorrow ii   ii   2' a Series, Movie, or Documentary?"
8,1,1,Is title '8' original Netflix content?,"Is Netflix title '8' a Series, Movie, or Documentary?"
88 minutes,1,10,Is title '88 minutes' original Netflix content?,"Is Netflix title '88 minutes' a Series, Movie, or Documentary?"
9 2009,1,6,Is title '9 2009' original Netflix content?,"Is Netflix title '9 2009' a Series, Movie, or Documentary?"
90ml telugu 2019,1,16,Is title '90ml telugu 2019' original Netflix content?,"Is Netflix title '90ml telugu 2019' a Series, Movie, or Documentary?"
99 homes,1,8,Is title '99 homes' original Netflix content?,"Is Netflix title '99 homes' a Series, Movie, or Documentary?"
99 nama cinta,1,13,Is title '99 nama cinta' original Netflix content?,"Is Netflix title '99 nama cinta' a Series, Movie, or Documentary?"
9to5 the story of a movement,1,28,Is title '9to5 the story of a movement' original Netflix content?,"Is Netflix title '9to5 the story of a movement' a Series, Movie, or Documentary?"
tiffany haddish black mitzvah,1,29,Is title 'tiffany haddish black mitzvah' original Netflix content?,"Is Netflix title 'tiffany haddish black mitzvah' a Series, Movie, or Documentary?"
a banana at this time of night,1,30,Is title 'a banana at this time of night' original Netflix content?,"Is Netflix title 'a banana at this time of night' a Series, Movie, or Documentary?"
a beautiful wife  una moglie bellissima,1,39,Is title 'a beautiful wife  una moglie bellissima' original Netflix content?,"Is Netflix title 'a beautiful wife  una moglie bellissima' a Series, Movie, or Documentary?"
a better life  une vie meilleure,1,32,Is title 'a better life  une vie meilleure' original Netflix content?,"Is Netflix title 'a better life  une vie meilleure' a Series, Movie, or Documentary?"
young  dangerous 3   3    3,1,27,Is title 'young  dangerous 3   3    3' original Netflix content?,"Is Netflix title 'young  dangerous 3   3    3' a Series, Movie, or Documentary?"
yoko 2012,1,9,Is title 'yoko 2012' original Netflix content?,"Is Netflix title 'yoko 2012' a Series, Movie, or Documentary?"
udaan,1,5,Is title 'udaan' original Netflix content?,"Is Netflix title 'udaan' a Series, Movie, or Documentary?"
vir das for india,1,17,Is title 'vir das for india' original Netflix content?,"Is Netflix title 'vir das for india' a Series, Movie, or Documentary?"
verek,1,5,Is title 'verek' original Netflix content?,"Is Netflix title 'verek' a Series, Movie, or Documentary?"
vice 2018,1,9,Is title 'vice 2018' original Netflix content?,"Is Netflix title 'vice 2018' a Series, Movie, or Documentary?"
vicious  vals,1,13,Is title 'vicious  vals' original Netflix content?,"Is Netflix title 'vicious  vals' a Series, Movie, or Documentary?"
vicky and the treasure of the gods,1,34,Is title 'vicky and the treasure of the gods' original Netflix content?,"Is Netflix title 'vicky and the treasure of the gods' a Series, Movie, or Documentary?"
vicky the viking  wickie und die starken mnner,1,46,Is title 'vicky the viking  wickie und die starken mnner' original Netflix content?,"Is Netflix title 'vicky the viking  wickie und die starken mnner' a Series, Movie, or Documentary?"
victim of beauty,1,16,Is title 'victim of beauty' original Netflix content?,"Is Netflix title 'victim of beauty' a Series, Movie, or Documentary?"
to love someone  den man lskar,1,30,Is title 'to love someone  den man lskar' original Netflix content?,"Is Netflix title 'to love someone  den man lskar' a Series, Movie, or Documentary?"
victor  clia,1,12,Is title 'victor  clia' original Netflix content?,"Is Netflix title 'victor  clia' a Series, Movie, or Documentary?"
vince and kath and james,1,24,Is title 'vince and kath and james' original Netflix content?,"Is Netflix title 'vince and kath and james' a Series, Movie, or Documentary?"
violet evergarden recollections,1,31,Is title 'violet evergarden recollections' original Netflix content?,"Is Netflix title 'violet evergarden recollections' a Series, Movie, or Documentary?"
violet evergarden special extra episode   extra episode,1,55,Is title 'violet evergarden special extra episode   extra episode' original Netflix content?,"Is Netflix title 'violet evergarden special extra episode   extra episode' a Series, Movie, or Documentary?"
visaranai,1,9,Is title 'visaranai' original Netflix content?,"Is Netflix title 'visaranai' a Series, Movie, or Documentary?"
to my puzzle pieces,1,19,Is title 'to my puzzle pieces' original Netflix content?,"Is Netflix title 'to my puzzle pieces' a Series, Movie, or Documentary?"
